"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
7.1,0.2,0.31,7.4,0.053,32,85.1,0.99587,3.31,0.59,10.4,54.8143661670036
7.1,0.2,0.31,7.4,0.053,32,85.1,0.99587,3.31,0.59,10.4,54.8143661670036
6.4,0.24,0.25,20.2,0.083,35,85.7,0.99976,3.17,0.5,9.1,45.1990599196822
8,0.3,0.36,11,0.034,8,23,0.99354,3.05,0.41,12.2,50.8981976534583
6.4,0.24,0.25,20.2,0.083,35,85.7,0.99976,3.17,0.5,9.1,45.1990599196822
6.9,0.4,0.42,6.2,0.066,41,99.6,0.99552,3.12,0.54,9.4,45.6543070923944
6.9,0.4,0.43,6.2,0.065,42,101.8,0.99552,3.11,0.53,9.4,45.812705983713
7.1,0.2,0.31,6.85,0.053,32,85.1,0.99587,3.31,0.59,10.4,54.8038391906185
6.6,0.25,0.51,8,0.047,61,140.9,0.99604,3.22,0.49,9.2,49.1146351019586
6.8,0.26,0.44,8.2,0.046,52,122.3,0.99584,3.2,0.51,9.4,47.6713733153318
6.5,0.37,0.3,2.2,0.033,39,88.7,0.98894,3.22,0.53,13.5,65.8256057941973
6.8,0.35,0.53,10.1,0.053,37,89.1,0.9963,3.07,0.4,9.4,45.1661900963489
6.4,0.22,0.32,7.2,0.028,15,38.3,0.993,3.13,0.55,10.9,72.5552450419085
6.5,0.37,0.3,2.2,0.033,39,88.7,0.98894,3.22,0.53,13.5,65.8256057941973
6.8,0.35,0.53,10.1,0.053,37,89.1,0.9963,3.07,0.4,9.4,45.1661900963489
6.9,0.31,0.32,1.6,0.036,34,79.4,0.99068,3.19,0.45,11.4,65.0998731924467
6.7,0.16,0.37,1.3,0.036,45,102.5,0.98964,3.19,0.51,12.4,67.062805651085
6.6,0.25,0.51,8,0.047,61,140.9,0.99604,3.22,0.49,9.2,49.1146351019586
6.8,0.26,0.44,8.2,0.046,52,122.3,0.99584,3.2,0.51,9.4,47.6713733153318
5.6,0.15,0.31,5.3,0.038,8,23.9,0.9923,3.3,0.39,10.5,51.0374061747955
5.5,0.15,0.32,14,0.031,16,41.9,0.99437,3.26,0.38,11.5,72.96074235925
6.4,0.22,0.32,7.2,0.028,15,38.3,0.993,3.13,0.55,10.9,72.5552450419085
7.3,0.2,0.26,1.6,0.04,36,84.3,0.99238,3.34,0.44,10.8,55.353924804717
7.5,0.17,0.71,11.8,0.038,52,118.8,0.99801,3.03,0.46,8.9,47.8507219731977
7.5,0.18,0.72,9.6,0.039,53,121.1,0.99802,3.03,0.46,8.9,47.9522072143859
7,0.27,0.48,6.1,0.042,60,138.4,0.99566,3.2,0.5,9.4,59.1335848203913
5.8,0.32,0.31,2.7,0.049,25,65.3,0.99067,3.44,0.73,12.2,63.6958727186842
7.8,0.26,0.31,3.6,0.025,22,54,0.99066,2.99,0.47,12.1,63.2849756202426
7.4,0.3,0.32,1.7,0.03,23,58.8,0.9929,3.17,0.66,10.9,42.8838016550612
6.7,0.16,0.34,1.6,0.026,27,64.9,0.9934,3.34,0.58,10.1,53.9883842898487
5.8,0.32,0.31,2.7,0.049,25,65.3,0.99067,3.44,0.73,12.2,63.6958727186842
6.7,0.19,0.39,1,0.032,14,35.1,0.98912,3.31,0.38,13,62.097178684649
6.6,0.36,0.24,0.9,0.038,15,37.2,0.99066,3.23,0.39,11,41.5111346891986
7.2,0.17,0.41,1.6,0.052,24,60.6,0.99228,3.19,0.49,10.8,43.2159211712157
6.7,0.19,0.39,1,0.032,14,35.1,0.98912,3.31,0.38,13,62.097178684649
6,0.11,0.47,10.6,0.052,69,152.8,0.9958,2.91,0.34,9.3,40.3592714509244
6,0.21,0.34,2,0.042,63,138.3,0.99052,3.44,0.42,11.4,59.6528361049236
6.7,0.325,0.82,1.2,0.152,49,110,0.99312,2.99,0.38,9.2,46.8555177971361
6.6,0.4,0.46,6.2,0.056,42,108.1,0.9968,3.5,0.6,9.9,45.8665339663824
6.5,0.2,0.24,9.2,0.044,25,65,0.99502,3.22,0.44,10.5,43.4897289652808
7.6,0.27,0.34,5,0.04,18,41.6,0.99084,3.06,0.48,12.4,52.415976668294
7.2,0.26,0.4,6.3,0.047,52,121.2,0.99573,3.18,0.53,9.5,57.8746432855865
6.3,0.25,0.22,3.3,0.048,41,98.1,0.99256,3.16,0.5,10.5,56.0820500396615
6.5,0.22,0.45,8,0.053,52,123.6,0.9959,3.23,0.48,9.1,57.9664655229056
6.4,0.14,0.31,1.2,0.034,53,119.8,0.99084,3.38,0.35,11.5,68.3893595692619
6.4,0.14,0.31,1.2,0.034,53,119.8,0.99084,3.38,0.35,11.5,68.3893595692619
7.1,0.26,0.32,16.2,0.044,31,79,0.99644,3.17,0.37,11.2,44.4829363068914
6.6,0.22,0.34,11.6,0.05,59,132,0.99526,3.22,0.4,10.8,48.9106559879156
6.6,0.45,0.43,7.2,0.064,31,80.6,0.9954,3.12,0.44,9.4,44.010201928025
6.6,0.17,0.3,1.1,0.031,13,33.3,0.99095,3.17,0.58,11,51.7126364529744
7.2,0.44,0.28,3.4,0.048,22,55.2,0.99188,3.21,0.37,11.3,63.0294651715831
6.2,0.15,0.27,1.4,0.041,51,113.7,0.9909,3.28,0.38,11.2,57.8019090515478
6.3,0.25,0.22,3.3,0.048,41,98.1,0.99256,3.16,0.5,10.5,56.0820500396615
6.5,0.22,0.45,8,0.053,52,123.6,0.9959,3.23,0.48,9.1,57.9664655229056
7.3,0.26,0.3,9.3,0.05,35,85.4,0.99581,3.21,0.5,10.4,55.2304638187673
6.9,0.15,0.29,2.3,0.033,14,36.2,0.99132,3.1,0.58,11.2,62.1560869775364
5.8,0.22,0.29,0.9,0.034,34,76.9,0.98936,3.14,0.36,11.1,65.2139318940199
6.5,0.37,0.33,3.5,0.036,23,55.2,0.99136,3.18,0.38,11.2,53.0546373044921
5.5,0.375,0.38,1.7,0.036,17,43.8,0.99142,3.29,0.39,10.5,52.0705365747695
5.9,0.2,0.4,1.3,0.047,23,55.2,0.99232,3.2,0.45,10,53.2541441403353
5.9,0.22,0.38,1.3,0.046,24,57,0.99232,3.2,0.47,10,53.3851907491218
8,0.22,0.31,5.6,0.049,24,57.7,0.993,3.1,0.42,10.9,43.2125958340739
6.5,0.22,0.29,7.4,0.028,16,40.7,0.99311,3.15,0.56,10.9,62.4793754293705
6.9,0.15,0.29,2.3,0.033,14,36.2,0.99132,3.1,0.58,11.2,62.1560869775364
5.8,0.2,0.34,1,0.035,40,88.6,0.98993,3.5,0.42,11.7,45.7585922385087
6.6,0.31,0.07,1.5,0.033,55,124.4,0.99208,3.16,0.42,10,47.9597707912653
7.7,0.43,0.37,10,0.169,22,65,0.99776,3.02,0.64,9.5,42.575113602274
6.7,0.24,0.29,14.9,0.053,55,123.6,0.99839,3.03,0.52,9,48.2835600274101
7.3,0.23,0.34,9.3,0.052,19,46.6,0.99574,3.04,0.56,10,42.4629336033881
7.9,0.2,0.39,1,0.041,37,89.4,0.99093,3.08,0.43,11.9,45.224058396964
5.3,0.16,0.39,1,0.028,40,90.1,0.99156,3.57,0.59,10.6,56.0715315436615
6.4,0.21,0.28,5.9,0.047,29,68.1,0.99278,3.15,0.4,11,54.2788206037534
6.9,0.33,0.26,5,0.027,46,106.3,0.9924,3.25,0.43,11.2,67.0604477382061
5.6,0.18,0.58,1.25,0.034,29,70.9,0.98984,3.51,0.6,12,64.5227602177593
6.6,0.29,0.31,3.9,0.027,39,87.6,0.99035,3.24,0.6,12.6,76.2235390737426
6.9,0.33,0.26,5,0.027,46,106.3,0.9924,3.25,0.43,11.2,67.0604477382061
6.6,0.21,0.36,0.8,0.034,48,107.3,0.99165,3.24,0.68,10.5,57.2234153924685
7.3,0.21,0.33,1,0.037,66,146.4,0.9923,3.11,0.52,10.2,60.0741943623197
6.4,0.21,0.28,5.9,0.047,29,68.1,0.99278,3.15,0.4,11,54.2788206037534
5.1,0.11,0.32,1.6,0.028,12,33,0.99008,3.57,0.52,12.2,51.7017819463551
6.5,0.15,0.32,1.3,0.036,19,45.6,0.98964,3.18,0.41,12.3,52.6977652084789
5.3,0.16,0.39,1,0.028,40,90.1,0.99156,3.57,0.59,10.6,56.0715315436615
5.6,0.19,0.46,1.1,0.032,33,77.5,0.9909,3.36,0.5,10.4,54.8853939183738
5.6,0.18,0.58,1.25,0.034,29,70.9,0.98984,3.51,0.6,12,64.5227602177593
6.7,0.48,0.32,1.4,0.021,22,56.1,0.9889,3.15,0.53,12.7,62.9436552983019
6.2,0.23,0.23,1.2,0.018,18,48.8,0.99178,3.05,0.28,10.6,42.1765473890682
6,0.17,0.29,5,0.028,25,60.8,0.99076,3.14,0.34,12.3,53.6955744412122
6.7,0.48,0.32,1.4,0.021,22,56.1,0.9889,3.15,0.53,12.7,62.9436552983019
6.7,0.15,0.38,1.7,0.037,20,48.4,0.99046,3.09,0.53,11.4,52.8514550886595
4.2,0.17,0.36,1.8,0.029,93,202.1,0.98999,3.65,0.89,12,74.7582253188903
5.8,0.21,0.32,1.6,0.045,38,85.5,0.98946,3.23,0.94,12.4,76.1230680926832
5.4,0.23,0.36,1.5,0.03,74,160.1,0.98976,3.24,0.99,12.1,71.5899297249902
6.7,0.15,0.38,1.7,0.037,20,48.4,0.99046,3.09,0.53,11.4,52.8514550886595
6.4,0.22,0.31,13.9,0.04,57,127.5,0.99672,3.21,0.38,10.7,48.6429282350265
6.5,0.15,0.55,5.9,0.045,75,166.2,0.99482,2.97,0.4,9.3,51.4182614046232
5.9,0.32,0.33,2.1,0.027,35,83.8,0.98945,3.37,0.42,12.7,55.0403885826646
5.7,0.37,0.3,1.1,0.029,24,56.8,0.98883,3.18,0.39,11.7,53.1734646542161
7.9,0.25,0.35,6.7,0.039,22,50.4,0.99362,2.93,0.49,10.7,42.8568138497226
7.2,0.21,0.28,2.7,0.033,38,85.4,0.99075,2.99,0.43,11.8,65.8819819842907
7,0.24,0.3,6.7,0.039,37,86.5,0.99436,3.2,0.39,9.9,45.2928472594466
6.8,0.475,0.33,3.95,0.047,16,40.1,0.98988,3.23,0.53,13.4,62.0361107096271
7,0.28,0.32,7.75,0.032,30,71.4,0.99158,3.12,0.64,12.8,64.6191003806382
6.9,0.4,0.3,10.6,0.033,24,56.7,0.99265,3.15,0.45,12.8,53.3048997554886
6.6,0.41,0.31,1.6,0.042,18,46.1,0.99195,3.13,0.41,10.5,41.912175012587
6.4,0.2,0.28,2.5,0.032,24,56.4,0.99168,3.31,0.55,11.5,43.2211187719991
8.5,0.22,0.34,0.7,0.04,5,12.5,0.9918,3.04,0.37,10.5,29.8516173865139
8.4,0.36,0.36,11.1,0.032,21,55.2,0.99313,2.95,0.39,13,52.8702844956695
5.2,0.285,0.29,5.15,0.035,64,141.8,0.9895,3.19,0.34,12.4,80.2217732700261
6.9,0.2,0.3,4.7,0.041,40,94.8,0.9932,3.16,0.35,10.2,56.026040028999
6.7,0.42,0.46,9.7,0.054,67,157.4,0.99848,3.23,0.5,9,49.8508459995402
6.2,0.16,0.34,1.7,0.038,85,185.3,0.9909,3.33,0.86,12,73.4524176376488
6.4,0.125,0.36,1.4,0.044,22,50.8,0.99014,3.15,0.5,11.7,63.4453287204408
6.4,0.44,0.26,2,0.054,20,58,0.9952,3.58,0.57,10,42.242276716246
7,0.31,0.39,7.5,0.055,42,105.8,0.99652,3.37,0.54,10.3,46.0091629596851
6.7,0.42,0.46,9.7,0.054,67,157.4,0.99848,3.23,0.5,9,49.8508459995402
8.6,0.18,0.28,0.8,0.032,25,57.8,0.99104,2.99,0.38,11.1,43.3375022907115
6.2,0.21,0.26,13.1,0.05,59,133,0.99772,3.31,0.46,9,48.966804493002
6.1,0.16,0.37,1.1,0.031,37,83.7,0.9922,3.4,0.58,10.5,55.5733767539089
6.5,0.22,0.32,2.2,0.028,36,81.2,0.99076,3.27,0.59,11.9,65.5767301597168
6.2,0.36,0.14,8.9,0.036,38,91.5,0.99622,3.27,0.5,9.4,45.3329105469518
5.7,0.21,0.25,1.1,0.035,26,60.1,0.9902,3.31,0.52,11.4,53.7384441696557
6.4,0.25,0.32,0.9,0.034,40,91.4,0.99114,3.31,0.58,10.8,66.1452106944468
7.6,0.31,0.26,1.7,0.073,40,95.7,0.9938,3.1,0.46,9.8,45.5366060738602
6.6,0.26,0.46,6.9,0.047,59,136.3,0.99594,3.2,0.45,9.3,48.7593057604371
5.7,0.21,0.25,1.1,0.035,26,60.1,0.9902,3.31,0.52,11.4,53.7384441696557
6.2,0.2,0.31,1,0.031,22,51.3,0.99035,3.24,0.52,11.3,53.1075174809951
6.2,0.18,0.3,1,0.031,23,53.3,0.99032,3.23,0.52,11.3,53.2948708249434
6.1,0.37,0.2,7.6,0.031,49,115,0.99558,3.22,0.48,9.5,47.0400115223137
6.2,0.36,0.14,8.9,0.036,38,91.5,0.99622,3.27,0.5,9.4,45.3329105469518
6.5,0.22,0.32,2.2,0.028,36,81.2,0.99076,3.27,0.59,11.9,65.5767301597168
7.7,0.18,0.3,1.2,0.046,49,117.9,0.99413,3.03,0.38,9.3,47.1589849664233
6.9,0.14,0.38,1,0.041,22,52.1,0.99043,3.03,0.54,11.4,53.160706868123
6.9,0.14,0.38,1,0.041,22,52.1,0.99043,3.03,0.54,11.4,53.160706868123
6,0.44,0.26,3.1,0.053,57,126.8,0.98982,3.22,0.39,12.7,58.349674256782
7.1,0.36,0.4,1.95,0.033,26,63.8,0.98934,3.2,0.45,13.5,63.7620327135136
5.7,0.28,0.28,2.2,0.019,15,36.5,0.9902,3.06,0.52,11.2,51.8865844637564
6.4,0.16,0.32,8.75,0.038,38,87.8,0.99449,3.19,0.41,10.7,45.6071999291409
7.4,0.28,0.4,11.9,0.032,13,35.2,0.99629,3.01,0.46,10.8,31.2520693956289
6.7,0.39,0.31,2.7,0.054,27,74.2,0.9948,3.46,0.57,10.5,53.6687899858424
6.5,0.44,0.47,5.45,0.014,44,101.7,0.98984,3.13,0.32,13,76.821865581918
6.9,0.22,0.31,6.3,0.029,41,95.1,0.99326,3.08,0.49,10.8,56.1850204992321
6.6,0.22,0.29,14.4,0.046,39,89.8,0.99834,3.05,0.5,9.1,56.0064249654195
7.7,0.25,0.3,7.8,0.038,67,153.6,0.99555,3.1,0.5,10.1,50.0617706297582
5.2,0.155,0.33,1.6,0.028,13,31.9,0.98975,3.3,0.84,11.9,72.2455391115961
7,0.31,0.31,9.1,0.036,45,104,0.99216,2.98,0.31,12,66.9682542433291
7,0.31,0.31,9.1,0.036,45,104,0.99216,2.98,0.31,12,66.9682542433291
6.6,0.22,0.29,14.4,0.046,39,89.8,0.99834,3.05,0.5,9.1,56.0064249654195
5.6,0.21,0.4,1.3,0.041,81,176.7,0.9901,3.22,0.95,11.6,82.960090140684
5.2,0.155,0.33,1.6,0.028,13,31.9,0.98975,3.3,0.84,11.9,72.2455391115961
6.4,0.25,0.32,11.3,0.038,69,157.2,0.99573,3.14,0.5,10.2,60.6934810168435
6.9,0.22,0.31,6.3,0.029,41,95.1,0.99326,3.08,0.49,10.8,56.1850204992321
5.3,0.21,0.29,0.7,0.028,11,28.6,0.99215,3.3,0.4,9.8,41.1046665944981
7.1,0.27,0.28,1.25,0.023,3,14.9,0.98993,2.95,0.3,11.4,29.473076298324
5.2,0.17,0.27,0.7,0.03,11,28.8,0.99218,3.3,0.41,9.8,41.1621433151434
7.7,0.25,0.3,7.8,0.038,67,153.6,0.99555,3.1,0.5,10.1,50.0617706297582
7,0.12,0.29,10.3,0.039,41,91.8,0.99564,3.19,0.38,9.8,76.898524458557
7,0.12,0.29,10.3,0.039,41,91.8,0.99564,3.19,0.38,9.8,76.898524458557
7.1,0.29,0.34,7.8,0.036,49,110.8,0.99397,3.21,0.4,10.7,57.3949092498587
7.2,0.3,0.3,8.7,0.022,14,39.1,0.99576,3.11,0.61,10.6,41.5842714003463
6.8,0.26,0.46,8.3,0.037,49,115.3,0.99601,3.17,0.47,9.3,47.1981448794331
7,0.12,0.29,10.3,0.039,41,91.8,0.99564,3.19,0.38,9.8,76.898524458557
7.1,0.29,0.34,7.8,0.036,49,110.8,0.99397,3.21,0.4,10.7,57.3949092498587
4.9,0.33,0.31,1.2,0.016,39,93,0.98713,3.33,0.59,14,76.1323122193188
5.1,0.29,0.28,8.3,0.026,27,64.7,0.99308,3.36,0.37,11,53.9303680042205
5.1,0.29,0.28,8.3,0.026,27,64.7,0.99308,3.36,0.37,11,53.9303680042205
6.8,0.26,0.48,6.2,0.049,55,128.2,0.99582,3.21,0.45,9.4,58.3506875472922
6,0.28,0.52,5,0.078,30,73.9,0.99494,3.1,0.36,9,54.2850248784552
6,0.28,0.25,1.8,0.042,8,26.8,0.9929,3.08,0.55,9,40.5097831096465
7.2,0.2,0.22,1.6,0.044,17,44.1,0.99471,3.37,0.53,10,42.0900950272851
6.1,0.27,0.25,1.8,0.041,9,28.9,0.9929,3.08,0.54,9,40.6842474724444
6,0.28,0.25,1.8,0.042,8,26.8,0.9929,3.08,0.55,9,40.5097831096465
6.4,0.29,0.3,2.9,0.036,25,57.9,0.99037,3.29,0.6,12.4,63.73451742799
7.4,0.35,0.24,6,0.042,28,68.3,0.99304,3.14,0.44,11.3,43.6782029954224
8.1,0.12,0.38,0.9,0.034,36,80.6,0.99026,2.8,0.55,12,55.3925639376683
6.4,0.12,0.3,1.1,0.031,37,83.4,0.98986,3.01,0.56,11.7,55.5852787371921
7.2,0.2,0.22,1.6,0.044,17,44.1,0.99471,3.37,0.53,10,42.0900950272851
7.3,0.4,0.26,5.45,0.016,26,61,0.98951,2.84,0.54,13.2,63.7412867805604
7.7,0.11,0.34,14.05,0.04,41,93.4,0.99634,3.07,0.59,11,66.7263827534359
6.9,0.23,0.41,8,0.03,30,71.4,0.99368,3.22,0.54,11,54.4668242073521
6.9,0.38,0.38,13.1,0.112,14,37.4,0.99792,3.02,0.48,9.2,41.4747440702813
7.5,0.38,0.29,4.9,0.021,38,87.3,0.99026,3.08,0.48,13,65.6950178832253
5.8,0.19,0.24,1.3,0.044,38,88.8,0.99362,3.77,0.6,10.6,45.4897220948866
5.5,0.34,0.26,2.2,0.021,31,73.9,0.98919,3.55,0.49,13,74.888386675206
6.6,0.23,0.3,14.9,0.051,33,77.8,0.99835,3.04,0.54,9,55.0415539961077
6.6,0.23,0.3,14.9,0.051,33,77.8,0.99835,3.04,0.54,9,55.0415539961077
8.4,0.31,0.31,0.95,0.021,52,118.8,0.99038,2.93,0.32,11.5,47.4468264155733
6.7,0.2,0.3,1.4,0.025,17,41.6,0.99104,3.11,0.44,11,52.3079446488434
8.4,0.31,0.31,0.95,0.021,52,118.8,0.99038,2.93,0.32,11.5,47.4468264155733
7.3,0.26,0.24,1.7,0.05,10,31.2,0.99286,3.11,0.43,9.9,40.853602808481
6.3,0.22,0.22,5.6,0.039,31,74.8,0.99296,3.12,0.46,10.4,54.5800210578531
6.6,0.23,0.3,14.9,0.051,33,77.8,0.99835,3.04,0.54,9,55.0415539961077
7.5,0.19,0.4,7.1,0.056,50,111,0.9954,3.06,0.52,9.9,57.6528063751428
8,0.14,0.33,1.2,0.045,71,158.2,0.9914,3.07,0.47,11,60.9654045742316
6.8,0.32,0.39,9.6,0.026,34,80.4,0.99286,3.18,0.35,12.1,55.0007909741776
6.6,0.23,0.2,11.4,0.044,45,103.1,0.99604,2.96,0.51,9.7,56.8814821238695
6.6,0.23,0.2,11.4,0.044,45,103.1,0.99604,2.96,0.51,9.7,56.8814821238695
6.7,0.36,0.26,7.9,0.034,39,90.3,0.99119,2.99,0.3,12.2,65.9211180436308
6.1,0.38,0.42,5,0.016,31,73.3,0.99007,3.15,0.31,12.4,64.5923498591826
8.5,0.23,0.28,11.1,0.033,30,69.7,0.99507,3.03,0.39,10.5,64.7453583760707
7,0.2,0.31,8,0.05,29,79.3,0.99596,3.28,0.57,10.4,54.3468742087228
6,0.26,0.32,3.8,0.029,48,114,0.99011,3.15,0.34,12,57.2010770797215
6.9,0.3,0.3,10.55,0.037,4,10.8,0.99184,3.07,0.32,12.7,50.2546677204213
6.7,0.18,0.28,10.2,0.039,29,69.5,0.99469,3.11,0.45,10.9,64.6476755796471
6.7,0.18,0.28,10.2,0.039,29,69.5,0.99469,3.11,0.45,10.9,64.6476755796471
6.8,0.18,0.28,9.8,0.039,29,69.3,0.99406,3.11,0.45,10.9,64.6400200057708
7.2,0.19,0.31,6.3,0.034,17,44.3,0.99305,3.15,0.52,11.4,62.6566103800795
6.2,0.16,0.32,1.1,0.036,74,166.4,0.99096,3.22,0.41,11,61.4367742857187
5,0.27,0.32,4.5,0.032,58,133.8,0.98956,3.45,0.31,12.6,69.0680253601424
6.3,0.37,0.28,6.3,0.034,45,105.2,0.9921,3.29,0.46,11.6,66.8672489554888
6.6,0.2,0.27,10.9,0.038,29,71,0.99496,3.11,0.44,10.5,64.6327671304609
6.8,0.18,0.28,9.8,0.039,29,69.3,0.99406,3.11,0.45,10.9,64.6400200057708
6.8,0.18,0.28,9.8,0.039,29,69.3,0.99406,3.11,0.45,10.9,64.6400200057708
6.6,0.28,0.34,0.8,0.037,42,95.9,0.9888,3.03,0.37,12.5,56.1386909900515
6.5,0.35,0.36,0.8,0.034,32,75.1,0.98942,3.11,0.5,12.1,74.9404654207714
6.9,0.25,0.33,1.2,0.035,35,85.8,0.99082,3.02,0.58,11.3,55.0766431894075
6,0.32,0.3,1.3,0.025,18,47.2,0.98802,3.07,0.64,13.3,62.5267868303343
6.8,0.18,0.28,9.8,0.039,29,69.3,0.99406,3.11,0.45,10.9,64.6400200057708
6.7,0.18,0.28,10.2,0.039,29,69.5,0.99469,3.11,0.45,10.9,64.6476755796471
6.6,0.2,0.27,10.9,0.038,29,71,0.99496,3.11,0.44,10.5,64.6327671304609
6.3,0.37,0.28,6.3,0.034,45,105.2,0.9921,3.29,0.46,11.6,66.8672489554888
7.2,0.19,0.31,6.3,0.034,17,44.3,0.99305,3.15,0.52,11.4,62.6566103800795
6.3,0.18,0.36,1.2,0.034,26,63.1,0.99074,3.16,0.51,11,53.7640502227601
6.9,0.3,0.36,0.9,0.037,40,95.6,0.98968,3.08,0.36,12.1,55.7988293639925
6.2,0.16,0.32,1.1,0.036,74,166.4,0.99096,3.22,0.41,11,61.4367742857187
5,0.27,0.32,4.5,0.032,58,133.8,0.98956,3.45,0.31,12.6,69.0680253601424
5,0.3,0.33,3.7,0.03,54,125.3,0.9887,3.36,0.3,13,68.3624277093882
6.5,0.2,0.5,18.1,0.054,50,122.1,0.99941,2.94,0.64,8.8,57.8331945553853
6.7,0.25,0.31,1.35,0.061,30.5,82.8,0.99388,3.16,0.53,9.5,44.1206550290553
6.6,0.22,0.36,5.5,0.029,30,70.5,0.99206,3.2,0.47,11.8,54.4329176917021
6.8,0.25,0.37,3.1,0.026,29,67.3,0.99035,3.14,0.45,12.2,54.178516321525
7,0.13,0.37,12.85,0.042,36,82.5,0.99581,3.05,0.55,10.7,55.6320142274536
7,0.45,0.34,19.8,0.04,12,30.7,0.9976,3.07,0.38,11,51.4825564078301
7.2,0.32,0.3,8.25,0.02,14,38.4,0.99362,2.99,0.44,11.4,51.7750031432496
7,0.13,0.37,12.85,0.042,36,82.5,0.99581,3.05,0.55,10.7,55.6320142274536
5.9,0.34,0.3,3.8,0.035,57,127.5,0.99016,3.09,0.34,12,58.5051448966676
6.8,0.22,0.31,6.9,0.037,33,78.1,0.99176,3.02,0.39,11.9,75.3942230181428
7.2,0.32,0.3,8.25,0.02,14,38.4,0.99362,2.99,0.44,11.4,51.7750031432496
8.4,0.32,0.35,11.7,0.029,3,10.6,0.99439,3.02,0.34,11.8,50.0867503210732
6.8,0.27,0.29,4.6,0.046,6,20.8,0.99458,3.34,0.48,10.6,30.0461131562711
8,0.74,0.21,4,0.05,24,61.3,0.99418,3.06,0.38,9.7,42.4184251044638
7,0.45,0.34,19.8,0.04,12,30.7,0.9976,3.07,0.38,11,51.4825564078301
7,0.13,0.37,12.85,0.042,36,82.5,0.99581,3.05,0.55,10.7,55.6320142274536
5.4,0.22,0.29,1.2,0.045,69,153.2,0.99178,3.76,0.63,11,70.8580719953809
8.4,0.22,0.3,8.9,0.024,17,45.8,0.99456,2.99,0.34,10.5,52.4081763551564
7.4,0.32,0.22,11.7,0.035,44,103,0.99578,3.1,0.45,10.4,46.3778151103414
7.5,0.18,0.37,6.2,0.05,21,55.8,0.99546,3.2,0.55,10.5,53.0574029158189
7.1,0.47,0.29,14.8,0.024,22,58.2,0.99518,3.12,0.48,12,73.4515083526974
7.1,0.47,0.29,14.8,0.024,22,58.2,0.99518,3.12,0.48,12,73.4515083526974
5.8,0.19,0.25,10.8,0.042,33,78.4,0.99646,3.22,0.41,9.2,55.0512168096388
6.7,0.14,0.46,1.6,0.036,15,39.2,0.99264,3.37,0.49,10.9,41.8600246100067
6.8,0.24,0.38,8.3,0.045,50,118.5,0.99578,3.15,0.5,9.5,57.6220385158731
6.9,0.25,0.47,8.4,0.042,36,87.6,0.99604,3.15,0.55,9.4,55.3816089339243
6,0.24,0.33,2.5,0.026,31,70.5,0.99014,3.13,0.5,11.3,64.7415022348787
6.8,0.29,0.34,3.5,0.054,26,70.9,0.99489,3.42,0.58,10.4,43.4236039802899
6.3,0.33,0.42,17.2,0.037,57,131,0.99884,3.26,0.57,9.4,58.7931739514991
6.5,0.23,0.45,2.1,0.027,43,96.4,0.99054,3.02,0.52,11.3,56.3992917173394
6.3,0.27,0.29,12.2,0.044,59,137.6,0.99782,3.14,0.4,8.8,59.08648698274
6.3,0.2,0.37,11.8,0.045,58,129,0.99519,3.2,0.35,10.8,48.7850214686245
6.2,0.33,0.41,16.8,0.037,58,133.3,0.99882,3.25,0.57,9.4,58.9436380526612
6.3,0.33,0.42,17.2,0.037,57,131,0.99884,3.26,0.57,9.4,58.7931739514991
7.2,0.21,1,1.1,0.154,46,103.4,0.9931,2.95,0.43,9.2,56.7759905725402
6,0.27,0.3,14.7,0.044,15,44.4,0.99666,3.12,0.53,10.3,52.1296372614806
5.7,0.12,0.26,5.5,0.034,21,51.9,0.99324,3.09,0.57,9.9,53.1318973873677
6.9,0.24,0.37,6.1,0.027,38,87.2,0.99086,3.19,0.34,12.4,55.6882365561464
7.7,0.18,0.53,1.2,0.041,42,100.7,0.9908,3.11,0.44,11.9,46.0534771356144
7.1,0.17,0.43,1.3,0.023,33,79.2,0.99067,3.11,0.56,11.7,54.8946824791911
7.5,0.33,0.38,8.7,0.126,49,117.9,0.99711,2.98,0.57,9.4,47.0185151754849
6.2,0.255,0.24,1.7,0.039,138.5,304.2,0.99452,3.53,0.53,9.6,51.1276366684927
7.5,0.33,0.38,8.7,0.126,49,117.9,0.99711,2.98,0.57,9.4,47.0185151754849
5.6,0.2,0.66,10.2,0.043,78,173.5,0.9945,2.98,0.43,10.4,72.3890647926963
7.6,0.17,0.36,4.5,0.042,26,62.2,0.99427,3.09,0.47,9.5,43.5855612981144
5.8,0.15,0.31,5.9,0.036,7,21.3,0.99152,3.2,0.43,11.9,50.878847942324
6.3,0.25,0.44,1.7,0.024,36,83.6,0.98935,3.18,0.4,12.5,55.2705191355924
6.9,0.28,0.41,1.4,0.016,6,17.5,0.98876,3.16,0.4,13.4,40.2087460878923
7.2,0.27,0.37,5.4,0.026,27,65.4,0.99174,3.13,0.84,12.7,43.6318496315655
6.2,0.25,0.38,7.9,0.045,54,128.8,0.99572,3.17,0.46,9.1,47.9968305920957
8.5,0.19,0.48,1.1,0.026,23,51.8,0.99184,2.9,0.5,10.5,53.2411510096463
6.2,0.25,0.54,7,0.046,58,133.6,0.99454,3.19,0.7,10.4,48.6144501621844
6.2,0.25,0.54,7,0.046,58,133.6,0.99454,3.19,0.7,10.4,48.6144501621844
